id,ril_code,seed_weight,seed_size,seed_length,seed_circularity,seed_yield,fresh_gmax,fresh_t50,fresh_u7525,fresh_auc,strat_gmax,strat_t50,strat_u7525,strat_auc,35C_gmax,35C_t50,35C_u7525,35C_auc,nacl5_gmax,nacl5_t50,nacl5_u7525,nacl5_auc,36C_gmax,36C_t50,36C_u7525,36C_auc,36C_25C_gmax,36C_ga_gmax,36C_dead_gmax,peg5_gmax,peg5_t50,peg5_u7525,peg5_auc,12C_gmax,12C_t50,12C_u7525,12C_auc,h2o2_gmax,h2o2_t50,h2o2_u7525,h2o2_auc,peg3_gmax,peg3_t50,peg3_u7525,peg3_auc,nacl3_gmax,nacl3_t50,nacl3_u7525,nacl3_auc,fresh_shoot,dry_shoot,fresh_root,dry_root,hypocotyl_length
205,1,1.95264881,3.817360772,2.775942683,0.80783385,9377.5,0.956296296,36.1151123,13.15467548,153.8627167,0.969773315,33.78454208,9.875515938,81.61750031,0.837498182,46.45976257,32.12077332,120.9714127,0.922302738,64.51856995,26.98986816,119.1672974,0.285185185,46.83107376,47.96216965,39.37527847,0.07037037,0.603703704,0.010514055,0.896296296,83.35971832,45.38496399,97.09070587,0.951851852,139.6188202,42.45593643,147.9945984,0.651851852,101.4064941,87.6289444,58.3898468,0.97037037,44.34106445,16.84324837,146.214798,0.955555556,50.76880264,8.008168221,141.1885834,35.05,2.34,16.24,1.23,3.43
206,2,1.389707792,3.368161289,2.706923842,0.786560982,2801,1,57.36685562,16.47646332,140.3504791,1,50.2097435,12.16904163,67.83192444,0.977938808,65.25592804,24.6342411,128.4633942,0.910942761,143.1275177,46.20020676,50.78647995,0.422222222,81.82610321,25.59562111,48.22023392,0.499074074,0.068287037,0.010416667,0.524074074,193.5460205,32.61445618,7.308891773,1,172.7336426,49.49093246,122.7705002,0.385185185,242.2503662,87.64193726,4.871123791,0.367592593,199.9006805,75.68466949,7.546522141,0.964361702,90.24796295,28.44305992,102.5609665,22.12,2.05,11.33,1.07,2.05
207,3,1.328243289,3.27374819,2.629564881,0.796346515,4094.5,0.996296296,36.58980942,7.793540478,161.4281769,0.996296296,36.54244614,7.465872288,81.89820099,0.996296296,40.46208572,8.520176888,157.9317627,0.892592593,94.67897797,32.67616272,91.69033051,0.885185185,57.90270996,20.00045395,124.9904709,0.062962963,0.011111111,0.037037037,0.677777778,175.5806274,51.81171799,19.71806145,0.974074074,151.3974304,35.07582474,141.2897339,0.17037037,238.055954,86.2934494,3.833893061,0.637037037,126.8510132,53.14561081,44.42642212,0.97037037,53.39081192,15.11013031,139.9773407,26.32,1.66,16.44,1.02,2.94
208,4,1.883773603,3.702410194,2.813482046,0.796432734,5677,1,72.1627655,15.12341022,126.2646866,0.996296296,68.69776917,18.76081276,49.42227173,0.907407407,100.3241806,29.69754982,87.7596817,0.796296296,172.1605835,54.47210693,26.6150074,0.685185185,108.3721924,29.00530434,61.33644485,0.037037037,0.266666667,0.007407407,0.538808374,201.8244171,23.24088097,4.093608856,0.937037037,285.1013184,86.00512695,39.52192688,0.977777778,157.8089447,33.89732361,40.78396606,0.262962963,215.4418945,49.93320847,4.837918758,0.933333333,105.72892,29.35112572,85.28611755,36.02,2.7,17.45,1.36,4.02
209,5,1.66650974,3.950032914,2.879289389,0.795343488,4912.5,0.955555556,45.27363205,13.64257717,143.1107025,0.988804714,37.26736069,7.505617619,81.17539978,0.951851852,77.35702515,20.92199898,114.6518631,0.955555556,82.92142487,22.85637093,109.3431473,0.244444444,99.93386841,24.05410004,22.67730141,0.07037037,0.422222222,0.251767677,0.762962963,159.0702057,58.17689896,32.52864456,0.725925926,161.3337555,48.73900223,98.77770233,0.977777778,104.0898438,26.96184349,91.15714264,0.944444444,89.6316452,34.09449387,99.5306778,0.97037037,61.72529602,11.29804516,133.2130737,36.23,2.21,12.11,0.99,3.05
210,6,2.098557647,4.465740639,3.039355636,0.804653525,4678,0.996296296,73.6598587,18.66201973,123.9429321,0.988888889,67.89517975,15.02453613,49.766922,0.499260723,95.47771454,26.34323692,51.05373001,0.277777778,180.5833282,50.27907181,10.56843948,0.011111111,NA,NA,NA,0.118518519,0.807407407,0.051851852,0.540740741,189.0656281,41.47175217,10.78508091,0.966666667,390.3227844,85.47350311,4.629771709,0.855555556,163.0712433,46.57321167,32.48742676,0.296296296,139.255127,45.34312439,11.2436552,0.991111111,98.15799713,19.6854248,99.09703064,46.12,2.72,18.5,1.38,2.74
211,7,1.709546049,3.890533275,2.932802796,0.781160951,1245,1,41.39250565,8.599116325,157.1803436,0.996296296,41.45804596,8.182033539,77.39105225,0.983333333,55.22184753,20.24556923,137.9137268,0.895758308,88.38187408,22.21961784,99.3376236,0.7,65.77744293,27.89375687,87.43391418,0.17,0.09,0.036296296,0.75952381,167.1230316,44.31245804,28.010849,0.96,160.0935974,34.79934692,130.896759,0.016666667,NA,NA,NA,0.683333333,141.5593109,55.05162048,38.36634445,0.85,64.25084686,20.57377434,111.8193359,41.08,2.49,20.25,1.03,3.29
212,8,2.446725146,4.243537925,2.883200526,0.820742458,3425.5,0.97037037,39.87083817,9.458125114,153.7392426,0.985185185,39.34135818,5.904968262,78.88179779,0.936868687,47.237854,16.4450016,137.180481,0.977693603,72.70459747,15.02809143,122.3146286,0.616919192,52.56625748,19.48541069,87.81484222,0.185606061,0.134175084,0.048484848,0.796537842,134.6449585,47.8901062,51.1078949,0.97037037,216.3510895,74.38709259,78.97364807,0.937962963,114.4413376,38.15342712,76.70823669,0.957407407,81.09601593,30.44564629,109.8427963,0.97037037,61.52154922,13.95241547,132.9739227,37.31,2.68,22.26,1.71,2.27
213,9,1.764285714,3.978826046,2.810431719,0.815467536,975.5,0.992592593,65.41016388,13.25609875,132.5781555,1,56.50395584,16.09532166,61.49345779,0.232286634,88.21313477,24.23664856,33.34701157,0.710185185,142.8575897,31.56652832,42.39404297,0.008333333,NA,NA,57.71,0,0.780701754,0.210964912,0.373148148,197.3587646,25.1045742,3.617584229,1,260.9066467,43.86875534,45.02017593,0.275,184.2903442,53.82950592,7.220125675,0.516666667,165.0510559,59.38967896,20.78019333,NA,NA,NA,NA,32.59,2.23,15.05,0.98,3.94
214,10,1.579429945,3.556232065,2.818739533,0.774253666,5333.5,0.988969404,60.66723251,21.65774536,134.8928986,0.977777778,60.2909584,16.64256096,56.76192856,0.775442834,130.9617157,48.16110611,49.87080383,0.529150027,176.3960419,62.17534256,17.16556358,0.011279461,NA,NA,NA,0.85513468,0.122474747,0,0.622222222,177.4276886,52.52894211,17.51314926,0.962962963,366.0741882,100.9869766,7.134343624,0.233333333,213.6339874,75.5918045,3.117763758,0.311111111,192.9143524,82.43672943,8.309247017,0.744444444,100.2253799,34.08682632,69.97731781,22.93,1.5,7.49,1.02,2.41
215,11,2.224742268,3.983738661,2.721592426,0.826047242,2531.5,0.974074074,40.1591835,7.503424168,153.8171997,0.98510101,37.15651321,4.68448019,80.63118744,0.966666667,43.25047302,6.884041309,150.6845856,0.974074074,78.81287384,21.48421669,115.1976547,0.848148148,69.92668915,21.96953773,108.0537491,0.048148148,0.014814815,0.073989899,0.825925926,137.0731659,48.50346756,51.42895126,0.866666667,234.4218903,104.3574905,67.56227875,0.846296296,134.2559052,46.08482742,51.99283218,0.947222222,75.92472076,22.25530434,115.5532761,0.97037037,52.73504639,14.79082966,140.4131012,36.75,2.51,18.68,1.64,3.61
216,12,2.359539838,4.293469449,2.880468011,0.833382636,4638.5,0.974396135,52.44504166,14.44780254,140.3982849,0.974074074,59.35084152,14.72973728,56.76483536,0.833333333,72.0812912,46.00323486,100.8929749,0.77037037,148.7902679,51.03799057,40.08327866,0.524242424,65.1414566,45.24087524,65.28266144,0.123063973,0.315319865,0.011447811,0.72962963,180.2660675,55.80778885,19.94100761,0.825925926,343.5054932,102.9829636,17.31477165,0.49537037,197.9860077,88.23840332,11.65956497,0.562037037,178.2893524,65.8164978,17.04580116,0.951851852,86.05245209,30.41719627,103.6511536,52.74,4.04,26.25,1.89,4.09
217,13,1.757259528,3.972365034,3.072053075,0.767333686,5509,0.981481481,73.63695526,23.23805046,120.8779602,0.985016835,59.87121964,16.64182472,58.34301758,0.425925926,96.90676117,36.2297554,42.55989456,0.484541063,149.6845856,46.15559006,29.80618477,0.003703704,NA,NA,NA,0,0.944444444,0.036868687,0.459259259,189.8190308,27.46328735,9.913775444,0.903703704,268.2676697,80.25348663,66.45636749,0.025925926,NA,NA,NA,0.162962963,106.2531433,38.26888657,8.16092205,0.766666667,126.8082809,33.54081345,54.60725403,32.69,2.56,13.77,1.14,2.34
218,14,1.364843137,3.562510482,2.868597627,0.767103404,5906,0.992592593,64.3739624,15.15421295,133.0139771,0.992753623,56.39761734,12.59957409,61.879673,0.973737374,87.88552094,28.40970802,105.7259598,0.877777778,149.3697968,41.89522171,45.19031906,0.548148148,107.2193527,35.93016052,49.78162003,0.392592593,0.040740741,0.011272142,0.481481481,198.5811157,25.06916237,3.230429888,0.988888889,305.3714905,62.04138565,18.33428574,0.822222222,178.8073273,48.97912598,20.91374779,0.462962963,203.5792084,61.04077148,12.05938721,0.974074074,127.0957947,32.33208084,68.93991852,33.96,2.44,10.95,0.92,2.73
219,15,1.494952465,3.307335729,2.765104532,0.768281847,6747.5,0.98587963,53.44520569,9.79833889,143.8627777,0.996296296,46.97038651,8.621164322,72.14031219,0.962710438,48.56564331,11.96982098,143.0137177,0.755555556,123.9162674,31.71694756,55.43609619,0.459259259,64.90514374,25.88432884,60.09957504,0.062962963,0.437037037,0.037037037,0.537037037,174.3066559,42.9844017,14.50116348,0.848148148,372.1441956,81.48395538,3.821740866,0.933333333,148.4418793,36.89409256,46.77681351,0.766666667,129.4096527,52.88511276,58.08717728,0.966666667,86.15820313,26.70136452,107.4940567,31.49,2.07,20.77,1.31,2.9
221,16,1.052270707,3.387197003,2.812572241,0.748992443,4834,0.992424242,57.34563828,16.9241581,138.6692505,0.988888889,56.77067566,17.63717461,59.85744858,0.996296296,61.71393967,20.46634293,134.1887512,0.614814815,139.9927216,42.84803391,31.67393875,0.614814815,70.85581207,26.53223419,76.4532547,0.025925926,0.296296296,0.051851852,0.477777778,179.4744263,46.78312302,11.78343201,0.974074074,232.9403534,58.234272,64.80150604,0.31213554,237.3195038,87.28127289,3.371447802,0.340740741,158.2059479,72.68932343,15.26031971,0.983333333,78.65276337,31.83862305,113.6454544,20.56,1.76,9.29,0.84,2.53
222,17,1.534880952,3.291551187,2.835719585,0.759552747,4480,0.996296296,41.42377472,8.592511177,157.0551147,0.996376812,35.75735855,7.208650589,83.29099274,0.981561997,42.67403793,9.848628998,153.4143219,0.97037037,95.70962524,34.1882019,96.73553467,0.544444444,60.00405502,24.0559864,74.11260223,0.02962963,0.4,0.022302738,0.807407407,154.8392487,55.74876785,37.50821686,0.988888889,156.6834869,43.37465286,136.5719147,0.481481481,213.8817139,98.4270401,9.504832268,0.918518519,86.05673218,47.01704788,97.32866669,0.985185185,67.59574127,16.43527794,128.1473999,28.49,1.93,14.53,1.04,2.32
223,18,1.494158786,3.266390878,2.677191734,0.76394549,7510,0.996296296,39.45098495,7.773233414,159.323822,0.992592593,35.85359955,8.690883636,82.71400452,0.676167472,66.94940948,27.89034462,85.55599976,0.940572391,86.20964813,22.58183861,104.7436523,0.048148148,66.58198547,15.00429535,17.56317902,0.040740741,0.759259259,0.144444444,0.659259259,157.5623932,58.83604431,29.70759773,0.922222222,161.5582733,41.25625992,122.1508484,0.603703704,224.0814209,71.43251801,6.130945206,0.7,105.7249985,45.20140457,62.93386841,0.907407407,71.14962769,20.51176262,113.87323,27.82,1.77,13.78,0.96,2.86
224,19,0.893080357,2.457651382,2.285643458,0.795687944,277.5,1,54.58666992,8.760062218,143.6173096,1,49.71736526,6.776830196,70.00687408,1,58.00214005,9.016457558,141.2067871,1,101.0544357,12.42596436,98.3844223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95462963,91.65006256,19.78182411,100.9676514,17.12,1.35,8.76,0.86,1.92
225,20,1.340598291,3.333790261,2.718315482,0.785803288,3023.5,1,45.43480301,9.141259193,153.7338715,0.989049919,44.40514755,8.974711418,74.17125702,0.981723027,47.94393539,8.780673027,148.2425995,0.996296296,115.0103683,28.93034363,81.97742462,0.988888889,67.96292877,14.33742046,129.5935669,0.011111111,0,0,0.696296296,183.6425171,51.32738876,16.73477936,0.985185185,392.8266602,83.39901733,4.612007141,0.292592593,254.4206085,91.13632965,1.502867341,0.9,137.5702057,55.596241,54.13833237,1,81.61439514,22.42508507,115.5133133,21.8,1.94,9.75,0.83,2.64
226,21,0.969798778,2.374462347,2.518771291,0.727387458,2576.5,0.881297447,66.58756256,28.91858482,115.1358948,0.988888889,55.49591064,12.267066,62.57461166,0.959259259,96.51113892,21.52905273,96.25939178,0.848148148,148.6257782,48.74901199,44.72800827,0.462289562,105.3884659,42.96995544,41.80152512,0.282575758,0.217003367,0.027020202,0.558333333,174.4319916,51.67822266,16.60269356,0.533333333,256.6034241,67.8314743,48.38328934,0.419444444,250.2295074,62.31069565,3.662030458,0.875925926,129.4819183,50.3397522,61.25993729,0.988888889,98.16930389,18.75814056,98.706604,12.59,1.1,7.69,0.73,1.9
227,22,1.553767057,3.305459787,2.685763717,0.782632053,6383,0.985185185,44.41891098,7.867208004,152.3204193,0.985185185,43.96461105,6.49716711,74.07324982,0.981481481,66.81077576,23.63350677,126.6001053,0.988888889,100.6757507,18.857481,96.53508759,0.622222222,109.1968002,43.3394928,57.71012497,0.307407407,0.059259259,-0.003703704,0.711111111,170.576004,57.00004578,24.43815041,0.977777778,215.8733978,34.95140457,80.89373779,0.903703704,146.0786285,55.05418777,47.2376442,0.959259259,107.3067017,38.86940765,84.9378891,0.981481481,64.94815063,14.5591507,131.0912933,24.6,1.63,14.32,1.02,2.81
