id,ril_code,seed_weight,seed_size,seed_length,seed_circularity,seed_yield,fresh_gmax,fresh_t50,fresh_u7525,fresh_auc,strat_gmax,strat_t50,strat_u7525,strat_auc,35C_gmax,35C_t50,35C_u7525,35C_auc,nacl5_gmax,nacl5_t50,nacl5_u7525,nacl5_auc,36C_gmax,36C_t50,36C_u7525,36C_auc,36C_25C_gmax,36C_ga_gmax,36C_dead_gmax,peg5_gmax,peg5_t50,peg5_u7525,peg5_auc,12C_gmax,12C_t50,12C_u7525,12C_auc,h2o2_gmax,h2o2_t50,h2o2_u7525,h2o2_auc,peg3_gmax,peg3_t50,peg3_u7525,peg3_auc,nacl3_gmax,nacl3_t50,nacl3_u7525,nacl3_auc,fresh_shoot,dry_shoot,fresh_root,dry_root,hypocotyl_length
271,63,1.477138739,3.357680922,2.707687378,0.775873452,6402,0.974074074,67.29782867,30.89565086,122.330101,0.985185185,57.90238571,19.88148499,59.04813004,0.514814815,79.0167923,24.80708504,60.65223694,0.470833333,105.5722885,27.35121155,39.29763794,0.151851852,87.6381073,21.94877625,18.66991425,0.103703704,0.492592593,0.237037037,0.344444444,179.6759644,34.64016342,6.339066029,0.592592593,262.223053,119.8990707,31.92256355,0.774074074,200.6917725,52.62072754,10.95002842,0.562962963,116.100647,39.21537399,46.46409988,0.940740741,77.58330536,20.82851982,112.1356506,22.94,1.94,16.15,1.44,2.74
272,64,1.630839433,3.465826105,2.70639956,0.799792439,2151,0.941481481,69.16178131,17.69211388,120.5697556,0.941143317,68.5741272,17.25348282,46.80714035,0.922222222,79.53762054,25.19050598,107.3885574,0.674074074,172.0415649,50.19070435,21.2553463,0.558333333,105.9668503,27.18099213,52.05633163,0.05,0.266666667,0.066143317,0.691666667,167.5665436,51.33016968,25.65250969,0.669444444,399.1720886,115.9964828,6.358988285,0.075,345.2593384,18.77416992,2.55311E-10,0.308333333,137.3581085,38.46676254,4.39586401,0.877777778,115.0731735,26.98546791,72.26769257,29.85,2.47,12.39,0.92,3.2
273,65,1.735323184,3.515735021,2.753586769,0.792670429,3639.5,0.974074074,62.40828323,13.28077984,133.1272278,0.956038647,63.29784775,8.465405464,53.77788162,0.988888889,70.07544708,15.14836597,126.6101379,0.896296296,151.6257782,36.62364197,42.49187088,0.644444444,103.5966492,26.85433388,60.67448044,0.340740741,0,0,0.725925926,176.8056488,36.8969574,19.57397652,0.959259259,313.274292,60.27670288,14.51050949,0.559259259,247.9674225,69.31859589,2.133300066,0.737037037,164.984787,56.8989563,27.77532768,0.991666667,80.95747375,14.27189922,116.5848465,32.51,1.84,11.41,0.9,3.21
274,66,1.809090238,3.878635207,2.716870785,0.791724324,4288,0.566666667,73.37728882,22.392416,69.56275177,0.747474747,65.73410034,17.11814117,39.22916794,0.807722616,112.0431519,38.33111954,69.04503632,0.440096618,135.9543304,57.45291138,31.12302208,0.118518519,143.0344696,54.72522736,7.903169155,0.355555556,0.496296296,0,0.163552189,158.5306244,46.01234055,6.655663967,0.059259259,451.8775024,137.9340515,0.327467918,0.722222222,232.359375,64.66293335,5.160320759,0.737037037,103.5331345,34.42240906,67.48683929,0.536111111,78.99336243,23.29495239,54.42569351,28.42,2.25,17.12,1.17,2.7
275,67,1.730286136,3.606194219,2.763410449,0.795782447,7973.5,0.963204509,40.23194122,9.619961739,151.8198242,0.981481481,34.86927032,7.21425581,82.52244568,0.977777778,54.15989685,16.31899834,140.0140533,0.885185185,92.81189728,31.91569519,91.56380463,0.612710438,76.19954681,31.9857235,71.9977417,0.264646465,0.096632997,0.007491582,0.696296296,153.0997314,62.1073761,33.86267853,0.977777778,151.5388641,32.14566803,141.6882935,0.364814815,200.1395264,120.9717636,13.50317955,0.677777778,91.58689117,41.30416489,70.9156723,0.92962963,51.60377502,19.09557152,133.1343536,35.31,2.59,19.35,1.46,2.8
276,68,1.614049587,3.510766665,2.823136806,0.762116492,3463,0.985185185,30.33820534,3.363190413,166.3740845,0.992592593,28.24260521,3.724666834,90.74588013,0.989049919,37.34505844,9.215626717,159.6782379,0.981481481,75.984375,31.68580818,117.0139771,0.914814815,39.37731171,14.75688076,144.649704,0.059259259,0.018518519,0,0.792592593,153.7635651,60.20199203,38.18167496,0.985185185,124.0931168,19.27762413,171.7792358,0.540740741,217.3621674,71.77301025,6.270681381,0.92962963,89.48978424,47.11953354,96.96331024,0.974074074,55.37658691,12.49178791,139.037674,25.53,2.04,19.18,1.23,1.86
277,69,1.188519116,3.065682507,2.772482276,0.733372331,5831,0.844444444,53.1480751,12.28797626,122.397583,0.825420875,57.57976151,13.18616772,50.45248413,0.495117845,78.19029236,24.9043026,59.56840515,0.7,120.092186,28.75773048,52.99544907,0.151851852,84.64588928,25.28201866,32.37345886,0.007326892,0.486312399,0.179929732,0.477777778,183.5963898,39.85504532,9.143039703,0.911111111,280.2407532,76.27310944,29.93497658,0.718518519,162.7608185,57.91093063,28.74841881,0.707407407,155.6320648,54.46822739,33.24393463,0.77037037,78.17603302,13.5947504,91.75177765,27.07,1.86,8.84,0.76,2.35
278,70,1.276229508,3.335051284,2.605541945,0.785821378,1557.5,0.988888889,58.06193924,13.43454075,138.4099579,0.996296296,52.91055679,11.6332407,65.34503937,0.955636071,68.32391357,18.7955265,122.4141464,0.592069243,129.1452637,42.10998154,42.61578751,0.083333333,100.7346725,42.4618454,23.57793236,0.275,0.616666667,0.021296296,0.65,171.6329956,58.59334183,24.57460022,0.903703704,224.1445465,39.42869186,69.72805023,0.491666667,192.3495178,83.11435699,16.24739075,0.433333333,158.2446136,44.76278305,18.37279892,0.975,76.47187042,17.86664009,116.5654297,25.71,1.83,13.89,0.93,3.21
279,71,1.73508547,3.499318634,2.774990439,0.789958328,3812.5,1,46.93469238,13.77756023,151.4199829,1,47.15996933,9.847313881,72.04288483,1,74.92606354,16.83494377,123.6633835,0.707407407,141.0700684,62.91110229,39.67925644,0.918518519,82.16976166,15.01613998,107.4183121,0.011111111,0.066666667,0.003703704,0.677777778,185.5876923,39.22871399,14.53321171,0.985185185,242.7070313,70.18032837,61.82365799,0.877777778,130.5553436,41.35193253,57.84392929,0.803703704,124.5386734,51.89954758,59.30659866,0.981481481,73.07738495,20.58583069,122.2999649,45.97,2.7,19.8,1.29,3.41
280,72,NA,NA,NA,NA,609.5,0.921296296,53.26696777,16.9834156,132.9452972,0.95,45.94906998,10.34833145,69.74060822,0.916666667,61.00502396,21.97483826,122.736702,0.908333333,137.7726746,42.30581284,56.18692398,0.65,84.39489746,52.00979996,67.21192169,0.266666667,0.066666667,0,0.561111111,186.9900055,41.31774521,11.88950634,0.65,366.0151672,158.6221619,10.27221012,0.166666667,233.8664551,72.71759033,2.73080492,0.566666667,150.3533478,47.77930832,28.38229561,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,73,2.281175229,4.429996213,3.031138182,0.792302489,7612,0.996296296,38.87481308,12.43910503,156.9495087,1,35.6751976,8.437381744,81.37995148,0.977777778,59.23254395,26.74886513,132.470993,0.914814815,135.1278534,62.66783524,56.7794075,0.67037037,67.15061188,29.74764824,84.79413605,0.251851852,0.059259259,0.018518519,0.73015873,167.9266205,47.81736374,26.05468941,0.97037037,181.7753754,53.27545166,113.3068542,0.788888889,139.8977051,62.28821945,44.65360641,0.607407407,148.8239594,74.45019531,33.48785019,0.783333333,84.65930939,38.22036743,85.63732147,34.36,2.92,21.14,1.99,2.4
282,74,1.503388171,3.27392243,2.76804781,0.748462021,8367,1,69.04374695,15.21485424,129.8041992,0.996296296,67.89295197,13.16705608,51.03428268,0.966827697,106.6581726,37.89693069,86.318367,0.930515298,136.3030548,33.15318298,56.62108231,0.405716586,143.0558624,57.45755005,25.40312576,0.394363929,0.170289855,0.025925926,0.711111111,175.4104156,47.97083664,20.1844883,0.977777778,311.9745789,78.31557465,20.66819191,0.97037037,176.7975616,45.90616989,26.11492348,0.514814815,159.0731812,46.89368057,20.47888374,0.977777778,105.3491898,18.33879471,90.84506989,31.93,2.05,11.97,0.97,3.06
283,75,1.880057745,3.873294088,2.968052626,0.771503687,4703.5,0.856794132,66.0089035,17.06284904,113.1477356,0.97431562,55.69005203,12.07731915,61.53199387,0.922222222,58.83248901,19.6994648,126.7353592,0.885185185,109.665802,36.31953812,75.31031799,0.40547138,81.4841156,33.23996353,47.01724625,0.040993266,0.516414141,0.011436832,0.696296296,170.2102051,50.73041916,23.26632881,0.692592593,408.1944885,87.13063812,3.034741163,0.092592593,298.5144043,42.14599991,0.019801166,0.718518519,125.6228104,53.71437073,51.49108887,0.855555556,76.66875458,23.91577911,98.88254547,37.44,2.94,14.99,1.09,3.28
284,76,1.575145688,3.527554391,2.697421074,0.79565081,4754,0.903703704,70.71179962,30.45864296,111.6656876,0.977777778,64.53070831,17.84897614,52.29993057,0.876020366,108.8067856,48.417202,73.8646698,0.720117845,146.7021027,65.57428741,43.15563965,0.287542088,141.3313141,61.99258041,16.71739769,0.445286195,0.152188552,0.092760943,0.355555556,177.457901,37.74010849,12.52185059,0.977777778,312.6153259,83.51773071,26.80108643,0.188888889,252.8033447,73.85053253,1.179133773,0.614814815,149.7312317,65.72856903,32.46623993,0.909259259,69.86808777,18.27355576,115.9808121,30.23,2.33,12.21,0.99,2.36
285,77,1.964338707,3.79966472,2.966935396,0.766082555,7376,0.977858293,36.96217346,7.63057375,158.462738,0.988624339,37.39223099,10.81235027,80.12433624,0.840654608,60.80668259,36.78412247,110.4252625,0.92962963,85.09893036,39.56518173,100.5949478,0.273148148,54.80607605,39.60325241,34.91239548,0.212962963,0.497222222,0.005291005,0.866666667,112.2114639,48.06193924,71.92021179,0.855555556,294.5698242,135.3214874,38.71892548,0.922222222,89.31435394,70.3057785,94.20851898,0.925925926,74.26520538,23.60343742,115.3374405,0.914814815,56.13766861,17.27457237,127.4907532,37.93,2.79,26.52,1.7,3.07
286,78,1.974378232,4.446811141,3.11660707,0.749653548,2169,0.860402576,56.13635635,22.70262146,118.9520493,0.731239936,48.59970474,16.45201683,49.76763916,0.593134598,68.36901093,35.21740341,74.37770081,0.596296296,134.1915131,42.34448242,38.59832764,0.27037037,78.13072968,30.33119774,31.78886414,0.233333333,0.196296296,0.031239936,0.408333333,198.0903931,23.01685143,3.672976494,0.7,181.8857422,66.35931396,77.83390045,0.233333333,243.3413239,142.1381683,4.763556004,0.241666667,102.3505325,48.78298569,9.96678257,0.425,71.08415222,12.44262695,21.7064209,34.47,3.17,13.58,NA,3.13
287,79,2.024918699,4.137715764,3.024921536,0.779152364,4043.5,0.818518519,41.37901688,11.90794849,126.6681442,0.893075684,37.37746048,6.0383811,71.255867,0.796537842,45.90590286,16.92280769,118.1377792,0.69503367,143.0255585,37.45633316,39.74671936,0.42962963,64.12477112,27.22581291,57.01552963,0.077777778,0.4,0,0.559259259,168.3094635,58.80131149,19.26062202,0.8,174.2949066,46.01603699,95.78033447,0.22962963,213.2925568,89.0953064,3.575864553,0.562962963,140.111618,42.69230652,37.27180862,0.962962963,76.59947968,15.54857731,115.9227524,34.44,2.34,25.39,1.42,2.36
288,80,2.022916667,3.90007615,2.905969024,0.786028802,2999,0.685185185,81.1967392,35.26325607,77.63674927,0.822624799,69.72289276,20.79632568,39.05120087,0.696296296,124.6449509,62.06735229,46.02354431,0.708776167,118.5932388,37.71368408,54.63411331,0.003703704,NA,NA,NA,0.112037037,0.757407407,0,0.224074074,194.1116943,36.30348587,3.308954,0.480555556,474.4725342,70.98140717,0.220973,0.333333333,260.0960999,46.07116699,0.688357413,0.475,118.6149216,54.87747574,26.273489,0.707407407,88.77908325,21.24225426,74.99184418,35.09,2.91,24.23,1.86,2.34
289,81,1.367219753,3.232815359,2.554943085,0.799765348,3534,1,30.16786957,5.953687191,168.8817291,0.996296296,29.87332916,4.628435135,89.08034515,0.988287143,39.68320847,9.56956768,156.8297577,0.985185185,67.59076691,19.67350197,128.026474,0.39469697,44.91945267,11.89173126,60.36589432,0.200841751,0.400757576,0,0.792592593,130.6723785,49.05626297,52.76403427,0.985185185,198.8919678,42.75210571,97.90816498,0.618518519,125.1058273,69.3840332,42.73984146,0.922222222,67.30426788,21.42055511,116.9551163,0.975,49.51813126,10.58576393,145.1286011,26.32,1.89,9.33,1.04,2.2
290,82,1.656207692,3.448753017,2.734452724,0.781233072,5189.5,0.985346216,44.19961548,21.08956146,146.9412994,0.988888889,43.75780106,10.85953045,73.81705475,0.951851852,61.26032639,21.0255146,128.7645111,0.988888889,87.12799072,21.13521957,109.205864,0.603703704,76.30108643,22.77539063,72.87303925,0.018518519,0.211111111,0.155555556,0.733333333,149.5624542,56.50069809,36.71700668,0.973821549,322.3642883,92.59261322,18.82721138,0.751851852,167.5059357,68.63612366,32.38425064,0.959259259,90.24401093,36.78517151,99.98926544,0.996296296,68.35079193,16.21177864,127.3840942,37.78,2.52,20.57,1.71,2.48
291,83,1.71875,3.836897209,2.983934283,0.762361556,2516,0.988888889,36.27658081,4.876348972,161.5079651,0.988888889,33.63613129,3.821854353,84.7689743,0.996296296,39.82964706,7.064427853,158.4927673,0.988888889,74.11424255,19.11799431,122.0871811,0.977777778,44.27959061,11.64214039,150.7584381,0.011111111,0,0,0.747624799,151.7731323,66.13585663,37.39600754,0.984259259,208.1110229,61.18383789,88.2554245,0.718518519,174.4713898,69.68582153,24.58631897,0.962037037,74.07181549,25.00421143,116.4230347,0.975,53.45924759,6.718470097,141.7305756,31.34,2.03,20.7,1.41,2.75
292,84,1.223087583,3.136800663,2.732023716,0.743866414,10589,0.965577342,57.53196335,7.487843037,136.4929962,0.948148148,53.17184448,8.378865242,62.85259628,0.903367003,68.21419525,12.43318462,118.3146591,0.77037037,127.3261185,33.32243347,53.17132568,0.635024155,93.33028412,23.31015015,64.98264313,0.077455717,0.147504026,0.088164251,0.540740741,177.4822388,46.67435837,13.21028519,0.881481481,326.1962891,75.6415329,16.85325623,0.896296296,181.4655914,40.54197693,22.02087593,0.788888889,142.1869965,48.19977951,43.66217041,0.922222222,62.82333374,9.706942558,123.6195602,29.1,1.72,13.68,1.04,3.24
293,85,1.509507576,3.301617634,2.616526246,0.803743213,7246,0.911111111,67.26363373,26.09682274,115.9146118,0.996296296,62.81402588,13.66320038,56.06180954,0.844444444,88.09442902,26.73693085,94.89733124,0.348148148,133.5251007,36.32384872,22.58715057,0.403703704,103.2138901,23.5273304,75.85494995,0.088888889,0.474074074,0.02962963,0.440740741,173.0056305,53.91196823,14.01826382,0.437037037,365.8691711,105.2611313,3.642713785,0.537037037,267.5558777,64.41877747,0.806071103,0.296296296,121.2441406,40.46827698,22.39612007,0.848148148,110.2716904,30.66619301,74.23407745,29.36,1.81,19.39,1.03,2.57
294,86,1.37376588,3.113120092,2.736721158,0.755548507,12879,0.977777778,48.4496727,15.1800127,145.3632355,0.970531401,57.75732803,16.40249443,58.51463318,0.751851852,76.41113281,26.83864403,90.59286499,0.891731266,125.8799362,45.71311569,63.08972549,0.059259259,62.90895462,15.98428345,12.8208456,0.011111111,0.862962963,0.037198068,0.751851852,161.917511,44.72192001,30.11194801,0.951851852,228.7657013,64.38751221,67.37402344,0.848148148,143.8226471,42.64162827,46.23625183,0.833333333,130.0917206,43.59866333,56.30400467,0.848148148,71.04441833,23.94780922,106.49366,26.97,1.92,11.79,1,2.94
295,87,1.443210565,3.88893179,3.099107504,0.713608712,4566.5,0.911069024,58.16081619,11.60480976,127.1736069,0.932816537,52.24188614,7.700212002,62.68378067,0.732659933,105.5560074,40.14683533,66.38182831,0.900805153,132.4259186,31.27143288,59.24470139,0.114814815,136.7681274,29.50166321,12.66550922,0.588888889,0.196296296,0.032816537,0.711111111,176.8513794,48.02842331,21.39195251,0.925925926,195.4438019,57.03901291,93.89813995,0.266666667,230.7290497,78.93375397,3.17083931,0.762962963,124.2469711,36.3519516,55.61685562,0.640740741,97.49269867,23.92702675,62.68756104,34.06,2.42,11.36,1.05,3.34
297,88,1.473432836,3.476491078,2.813962102,0.771053344,5888.5,0.941223833,99.7806015,20.49768639,92.13796234,0.907407407,94.28079224,15.66490936,22.70179558,0.874637681,122.7319031,24.814394,65.91883087,0.492592593,208.2575378,36.93390274,4.994648457,0.103703704,141.6809082,19.53590584,10.90595722,0.048148148,0.751851852,0.003703704,0.466666667,189.9311371,38.79866791,8.917759895,0.874074074,397.9115295,81.27439117,3.882543325,0.266666667,239.3220825,73.9616394,2.47081852,0.381481481,243.8749847,59.44752884,1.31707859,0.874074074,149.8679962,28.51160431,43.34485245,20.8,1.7,9.74,0.97,1.45
298,89,1.78270202,3.852557003,2.874164343,0.780585319,511.5,0.924074074,125.965889,32.91550827,65.77501678,0.88452381,115.8221741,32.49298096,10.13964558,0.05,NA,NA,10,0.091666667,198.1174164,46.98458862,2.81728673,0,NA,NA,NA,0.016666667,0.45,0.417857143,0.216666667,187.0482025,106.5762177,14.51785278,0.583333333,421.6546936,87.96102905,0.663805068,NA,NA,NA,NA,NA,NA,NA,NA,0.525925926,131.1687317,51.07905197,34.39149094,NA,NA,NA,1.2,1.89
299,90,1.990238095,4.464921411,3.307197928,0.734928906,6114.5,0.462962963,73.58563995,42.59240341,54.76459122,0.601771337,60.8494873,26.18082428,33.43460846,0.22962963,67.32699585,46.0981369,39.57594681,0.226936027,132.8043518,36.00952911,16.45123863,0.085185185,54.99592972,16.59390068,24.14064026,0.055555556,0.777777778,0,0.225925926,184.3708496,42.37919235,6.233855724,0.522222222,388.1079102,120.6471481,11.65866756,0.233333333,190.9127655,82.91585541,6.319196701,0.103703704,110.2369614,24.88314819,2.804368258,0.5,128.9079437,42.18655777,34.97720718,28.13,2.6,16.36,1.57,2.52
300,91,2.026209305,4.535072463,3.226487756,0.763749152,4203.5,0.988888889,86.88033295,24.24513435,108.6103287,0.97037037,79.28487396,31.66965675,37.50821686,0.837037037,94.9536438,43.09820557,82.63045502,0.47037037,209.5029755,66.6671524,7.961270809,0.188888889,136.9357147,62.90512848,15.33942318,0.644444444,0.159259259,0,0.581481481,195.7684479,30.2257061,6.404083729,0.966666667,332.3157043,102.2247925,14.59635925,0.488888889,224.399292,85.86422729,6.096790314,0.207407407,175.2396393,36.4859581,2.25716567,0.474074074,130.8032837,37.94127274,28.9583149,34.96,2.96,21.49,1.56,3.38
301,92,1.687804878,3.921163936,2.887084484,0.784644663,2493,0.992592593,46.85767746,9.090970039,150.9277649,0.97037037,43.21998596,8.986793518,73.23607635,0.462446167,223.3087158,65.05477142,18.11570549,0.911111111,115.7623978,40.02814865,74.51783752,0.007407407,NA,NA,NA,0.538888889,0.416666667,0.007407407,0.725322061,171.156723,54.73661423,26.36075783,0.992592593,198.0290527,35.66581726,99.4312439,0.1,230.5456848,122.5355911,3.65086031,0.508333333,90.02313995,31.04493713,45.15581131,0.938888889,68.04740143,15.29601192,121.2936096,32.54,2.5,14.38,1.07,3.51
302,93,1.798636795,3.653625742,2.879718304,0.762301147,8984.5,1,41.00324249,15.04770565,156.2076111,0.996296296,36.81009293,7.562756062,82.05431366,0.801127214,83.72730255,34.05775452,94.19034576,0.803703704,85.72704315,35.81292725,90.01013947,0.003703704,NA,NA,NA,0.037037037,0.959259259,-0.003703704,0.622222222,177.5312042,59.47680664,18.20950127,0.988888889,253.6373138,62.54837036,51.87661743,0.285185185,205.8132172,77.06537628,8.448031425,0.82962963,88.1772995,38.4526825,88.48033905,0.959259259,87.87128448,28.63775063,103.3841171,31.17,2.4,14.26,1.14,1.46
303,94,1.736363636,3.472991059,2.68413806,0.800197959,3332.5,1,73.77737427,19.19647026,124.4634628,0.996296296,68.39476776,15.72812653,50.08646774,0.931505532,94.96652985,25.69441795,95.43473053,0.633333333,188.6384277,62.54556274,17.11980629,0.059259259,111.112381,42.25038147,27.398489,0.118518519,0.803703704,0.014814815,0.425925926,200.5447845,13.73304749,1.844765306,1,355.6027832,62.61073303,8.030493736,0.542592593,278.0077209,45.90623856,0.18795234,0.49537037,170.81633,56.72439575,18.73133278,0.822222222,121.1523132,31.92745018,61.91771317,25.31,3.39,17.62,1.75,2.73
304,95,1.385761126,3.333474358,2.604073644,0.810143054,2368.5,0.920833333,60.68811035,30.26050949,120.4693451,0.962222222,51.26389694,16.55154991,62.71414948,0.918518519,68.3199234,25.99291229,117.1080551,0.71352657,115.8018417,45.97010422,58.14463806,0.192592593,88.4716568,27.25870514,20.85744858,0.266666667,0.518518519,0,0.696296296,169.0656586,59.79067993,24.50940895,0.962962963,268.6668396,73.6019516,37.57927322,0.348148148,141.8415222,61.43481445,20.40885353,0.614814815,114.8338699,69.5089798,48.76961136,0.914814815,78.83353424,31.60561562,103.7629318,38.95,2.04,15.29,0.98,3.02
305,96,1.688373322,3.728164824,2.814789414,0.79450348,7229.5,0.94468599,46.12055969,14.30457592,141.2737427,0.970688772,56.57516861,20.39133644,58.38292313,0.896296296,74.36793518,36.59531021,106.5426254,0.907407407,91.22016144,31.82431984,93.82363129,0.402254428,85.93192291,39.82939148,43.94670105,0.446618357,0.081481481,0.040334504,0.825925926,152.9234772,51.99505615,39.5726738,0.936111111,235.0024261,68.95629883,60.13848495,0.714774557,131.1311493,49.64916611,47.52508163,0.737962963,139.6203156,70.30696869,45.50744247,0.922222222,99.1270752,34.7795105,88.30690765,36.43,2.51,14.46,1.32,3.71
306,97,1.793324373,3.808867001,2.789019465,0.787456036,4375,0.89983165,52.45998764,20.37406921,128.7857819,0.947895623,43.88053513,11.15014744,70.32657623,0.940740741,53.72026443,24.58866119,132.032074,0.936784512,75.89163971,28.50596619,112.4932251,0.240740741,73.54808044,26.25594139,34.44300079,0.007407407,0.5,0.199747475,0.803703704,131.6424408,53.29078293,54.11885071,0.937037037,289.9491882,111.2370605,39.06971359,0.848148148,166.3204041,65.97449493,34.19513702,0.903703704,69.00015259,26.30791664,113.4213028,0.959259259,76.52370453,25.61399841,114.7986221,39.61,2.71,18.81,1.43,3.32
307,98,1.678185012,3.869188456,2.837083578,0.789246798,2784,0.974074074,82.54116058,24.59446526,111.5313187,0.992592593,60.92532349,15.7991991,57.2323761,0.203703704,104.5915222,19.76693726,31.42096138,0.066666667,140.3810577,34.68431473,9.251948357,0.007407407,NA,NA,NA,0.111111111,0.740740741,0.133333333,0.237037037,193.5161285,33.39667511,5.229916573,0.942592593,232.1722412,41.36359024,67.8017807,0.12037037,283.8763733,69.68870544,0.259586066,0.017777778,NA,NA,1.2,0.777777778,108.2702179,69.30483246,66.61332703,29.78,2.2,15.68,1.21,2.96
220,NA,1.133124347,2.711927609,2.478062034,0.769819081,3525.5,1,34.83007813,5.640505314,164.5762177,0.996296296,31.17118073,4.243737698,88.05511475,1,41.12471771,6.132648468,158.2698975,0.996296296,81.04157257,23.95666504,115.8730392,0.931878307,54.69224167,16.9567585,134.0590973,0.052777778,0.007407407,0.004232804,0.708333333,160.6560364,54.57270432,28.90994072,1,130.9147949,14.40237045,168.4582062,0.149074074,320.8315735,69.39720154,0.136306897,0.958333333,89.50556183,30.01956367,102.6434937,0.996296296,49.91046143,13.06292057,148.0138397,NA,NA,NA,NA,NA
230,NA,1.091915234,3.096872739,2.904274106,0.703941017,5866.5,0.698989899,113.9176712,35.34248352,57.73762512,0.869191919,77.97331238,21.10737419,35.15404129,0.025925926,NA,NA,NA,0.033172303,NA,NA,NA,0,NA,NA,NA,0.007407407,0.716666667,0.145117845,0.175,204.1473541,25.4029808,0.972299933,0.987962963,274.2754822,61.54758835,35.82623291,0.019444444,NA,NA,NA,0.036111111,NA,NA,0,0.362962963,139.0798645,29.40586472,20.41498184,NA,NA,NA,NA,NA
244,NA,1.609924175,3.615460446,2.873439789,0.764571071,5300.5,0.78831345,54.75393295,26.826828,111.4889832,0.955555556,50.81067276,20.23660088,63.66719055,0.611447811,121.5171585,69.4736557,41.13752747,0.556454331,123.173317,28.5224514,38.74943924,0.011111111,NA,NA,NA,0.125925926,0.585185185,0.233333333,0.3,160.7020416,54.22176743,13.77467346,0.922222222,214.9731598,109.4136276,77.95341492,0.67037037,243.5256805,39.47986221,1.059702992,0.611111111,112.3739395,48.69364548,50.21626282,0.925925926,90.20326996,23.03762245,98.08480072,NA,NA,NA,NA,NA
251,NA,1.08913707,2.622221317,2.447782516,0.773567468,4029.5,1,33.48914719,5.235687733,166.0966034,1,31.28229523,4.582701206,88.0690918,1,43.89677429,7.281610966,155.1508179,0.992592593,78.85207367,21.38679314,117.8208313,0.97037037,53.51440811,14.71181011,140.7621155,0.011111111,0.014814815,0.003703704,0.807407407,150.8527374,54.36359024,39.00756836,0.988888889,139.1208649,20.37881279,157.7552643,0.196296296,294.7049255,65.06891632,0.249951616,0.925925926,82.74390411,35.13980103,103.3384705,0.996296296,55.49543762,9.885788918,142.8950958,NA,NA,NA,NA,NA
296,NA,NA,NA,NA,NA,3902.5,0.955555556,39.01135635,9.82861805,153.6460571,0.988888889,33.0981102,5.554593563,85.40634918,1,42.5399437,6.640668392,156.8586273,0.970772947,95.24925995,33.3518219,101.7801285,0.940740741,48.73895645,12.38416767,140.5488586,0.011111111,0.044444444,0,0.785185185,160.3578491,61.2792778,33.50168228,0.992592593,142.0542755,24.82863808,155.1700745,0.237037037,275.3751526,80.44649506,0.72154516,0.874074074,88.87457275,41.93722916,91.13103485,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,NA,1.811290323,4.03434871,2.803865314,0.800029278,913,0.788888889,70.2817688,26.43890953,98.56216431,0.705555556,70.04479218,28.01599884,33.42848587,0.308333333,109.9833527,55.31473923,47.8520546,0.346052632,184.1821136,103.0480728,15.43554878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.788888889,105.2801819,31.90062141,71.74280548,NA,NA,NA,NA,NA
