id,bin.122.tsv,bin.123.tsv,bin.126.tsv,bin.12.tsv,bin.132.tsv,bin.188.tsv,bin.195.tsv,bin.224.tsv,bin.225.tsv,bin.248.tsv,bin.254.tsv,bin.258.tsv,bin.264.tsv,bin.269.tsv,bin.274.tsv,bin.287.tsv,bin.300.tsv,bin.32.tsv,bin.349.tsv,bin.368.tsv,bin.375.tsv,bin.391.tsv,bin.443.tsv,bin.469.tsv,bin.479.tsv,bin.481.tsv,bin.492.tsv,bin.516.tsv,bin.518.tsv,bin.523.tsv,bin.69.tsv,bin.72.tsv,bin.73.tsv
p225,0.139784491514923,0.138741234966356,0.0640702986841622,0.26465727489712,0.0568039949281425,0.0958569890660958,0.20701083414523,0.0982533720875094,0.0336815679067845,0.0402278307149325,0.0681338486265818,0.0614424515874119,0.030993665266163,0.0835593653013164,0.00049667185938595,0.118914772967315,0.0687731899373767,0.0084630147307491,0.11618287129976,0.038517915924157,0.017149256752172,0.49316027827904,0.0211668683740541,0.0468919108226888,0.0873384855151241,0.158043670639883,0.0583952583145337,0.070562136155677,0.42351461474598,0.137395615436494,0.0102759414613591,0.449107034535232,0.0252473089381875
p226,0.0378163155529133,0.320004807940002,0.092053518856116,0.4045205632096,0.0983302883204644,0.0783982393384381,0.0565918805439247,0.10748855140095,0.24423851761882,0.0334934826676465,0.0730118203565165,0.0597655759553328,0.189780918800937,0.112955308102739,0.000560145864861149,0.160185829914478,0.107533578441584,0.00588256957282088,0.106099822674035,0.216448539092927,0.0330074276132261,0.142148471405436,0.0518630933396807,0.0933960356202757,0.0276885491922552,0.222476000942819,0.0485604784014055,0.0463032017591069,0.993178024168904,0.287395751144173,0.0142956351308175,0.111486478640381,0.0251660869790662
p227,0.232814292841428,0.173288251987092,0.067655397621666,0.344795085263713,0.0556018779402337,0.0658583401463107,0.0864931068759261,0.199129793765772,0.116727507686453,0.0338371520940843,0.0750651377898896,0.052248880066032,0.0574138739372701,0.0821779748397015,0.000513511682787588,0.139471173531516,0.0478387483684917,0.00994697805143697,0.107784468316306,0.0454952677797702,0.0168871351271915,0.25079210344142,0.0219958761277242,0.0294438262334352,0.0423159302201112,0.212599672034093,0.0503605575597813,0.0654995822115632,0.931367809791911,0.0695841008193359,0.00815283825609752,0.404217723538288,0.0235977291392998
p228,0.0804262661983636,0.100161184439229,0.106211496623809,0.354199180434686,0.110354436319132,0.0539479618998906,0.0685940059722267,0.202370365052097,0.0574760005156784,0.0334003086384169,0.0861959860934531,0.0438477312770482,0.06011793523205,0.0626696873682199,0.000555823846911991,0.132099137775924,0.0192543957566235,0.00126154293354631,0.094780799993292,0.0713014486161057,0.0179446302540415,0.207438276683825,0.0255271291910662,0.0573231486848279,0.0358693024261691,0.277753612631186,0.0392964588335955,0.0599314559984124,0.788064735108651,0.123979648521145,0.01122177001372,0.217742673680731,0.0233009514546079
p229,0.164525338223421,0.147884657808744,0.076693274648193,0.250041874186454,0.108179503147458,0.0549024203790431,0.0957489019515924,0.024035048949392,0.0385424438285875,0.0380735933720312,0.109568021807259,0.056728990265273,0.111665082341502,0.0988942533807022,0.000626719650279051,0.0851807764801887,0.114077635507676,0.0622007208488,0.159453678468549,0.10412022844922,0.0360202581696793,0.233783710635073,0.0971018339361684,0.0694355078802623,0.0511347010872479,0.0708667943829353,0.0566166448869831,0.0943863950768213,0.576858409587759,0.163105062844473,0.0167657923132271,0.33264923934519,0.0242608567764945
p230,0.249198239293785,0.202538779339803,0.105754204154872,0.45468763337783,0.0685774863169471,0.0455951142377034,0.0673347502623066,0.148285201992472,0.026275847485812,0.0389045128558186,0.0906139398793293,0.0337973666502239,0.0432252853249597,0.0631244812920789,0.000451670202564478,0.220737163701554,0.0429102646914295,0.00640926718319771,0.0795207591744566,0.169257952300779,0.0146928964281971,0.223662508265812,0.00773473095417587,0.0501030573619808,0.0336521701923493,0.290266564849257,0.0328835712435117,0.0808020429612762,0.777955340053745,0.402596797959814,0.00538882305079002,0.171808955554765,0.020823185107452
p231,0.0879504082606442,0.133706082519231,0.0503050401465979,0.301333333147877,0.0480211423286313,0.0706679990794862,0.123081332842152,0.189782937210822,0.0147181010099015,0.0307990644920862,0.0526202337629226,0.054956465110366,0.0429127987088327,0.0800588249735185,0.000717590053833641,0.104731041474792,0.0524990494770576,0.0339168214707537,0.0953028344882758,0.0210956283455643,0.0371474171890573,0.375587830719218,0.032140784913923,0.0255523238973256,0.070825868995649,0.118456857038081,0.0525028745190792,0.0523736924180782,0.291621203724033,0.0392358901328312,0.0090498755574738,0.444384688787974,0.0238938204498848
p232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
p233,0.124220558653278,0.244517566701577,0.0702488493505619,0.369391387021358,0.0659376319543232,0.0542052381855283,0.063527596192117,0.0878860297670598,0.0158647271562202,0.0292990290019431,0.0774975327983134,0.0511525557060372,0.0209331000344411,0.086510730408906,0.000824266286969933,0.17745121181366,0.116043951727988,0.00265123836872468,0.0884395551398623,0.0299830297922261,0.00819451965209681,0.167235650059269,0.0215795062129077,0.0593924100370891,0.0322743108100476,0.216638950591967,0.040602844196031,0.0691331739587166,0.974923376652499,0.109154186250695,0.00711199386208253,0.23180174211662,0.0237706307619548
p234,0.180489097524241,0.070674458537063,0.0813288196340778,0.359007302668048,0.097408252564131,0.0576981466599167,0.0689873311037786,0.00541895226664166,0.0179903709820528,0.0324350085715307,0.0954517335424933,0.042658386682813,0.0939769398187032,0.0812234150029032,0.000435556327167787,0.130176897282272,0.0648697993648979,0.0334557348242484,0.125489004532965,0.0450090841805376,0.0163701667784377,0.198494778311194,0.0131803917942408,0.0390929225886175,0.0370172789114994,0.211418170094589,0.0510326104071045,0.0619997009470258,0.389406956522724,0.0775675729708204,0.00778297778797754,0.408804457553141,0.022206621562486
p235,0.130685564618155,0.0856092239533572,0.0499458912740159,0.22917348510283,0.0582986448496932,0.0720142417879125,0.17511603845329,0.00332817326001544,0.051263625722682,0.0379694582450254,0.0714496274249392,0.0362958379922595,0.0934831296586779,0.0564240601626487,0.000449761292892139,0.0867808845230193,0.0234816017511821,0.00332504955407382,0.118647560275517,0.0536399895317933,0.0185782862280283,0.454939783435814,0.0345920640462999,0.0254697593305548,0.0713006645693419,0.144952053280529,0.0411030950436826,0.0662937070108998,0.643880658254761,0.0771775652044726,0.0131465588298374,0.630943459947427,0.0178306551978629
p236,0.178455615696682,0.235784887267874,0.0720880649256398,0.275209924371591,0.0643874580408619,0.0572249204442197,0.112376600573307,0.163455774051627,0.0284692938511422,0.0321803687009399,0.0835593758756283,0.0502162374741379,0.0265281941275236,0.0667453434786255,0.000424461569280063,0.119469383238711,0.0440550206646171,0.140097997802832,0.0830913427886143,0.0754188628922386,0.0258413049437514,0.297274140423765,0.0209090968924684,0.047141395102,0.0600052732477857,0.138595735352266,0.0509711658428553,0.070404102129995,0.747123129435732,0.105735256071759,0.00960241320559855,0.543846571553568,0.0220435427156979
p237,0.027994257628549,0.01314671052528,0.0223412847734461,0.0670142600846733,0.0477847057452842,0.0310262821047726,0.02217882238285,0.00335320996556703,0.00562605979403193,0.0164093164653222,0.0226149172947365,0.01041818370393,0.0239079004545404,0.0512103398898208,0.00285814740524634,0.0310939337665139,0.208633050695351,0.00356106047104056,0.0874839308852911,0.0769354377805453,0.0132778071454325,0.0719958824492598,0.00102924500155082,0.0447418570031819,0.0113105460232041,0.0558792885741411,0.0105971777005953,0.0133600223649014,1.08754597360926,0.0909996032414543,0.00863697695179226,0.0948267192476702,0.00760763846794522
p238,0.236907211790515,0.177300410836807,0.101054049616865,0.455057687280923,0.0703888491262216,0.0536711688587387,0.0685030570960489,0.130313834085021,0.0102866185645859,0.037509752600156,0.100245321603925,0.0378854726061676,0.0267775524284408,0.0671789850748638,0.000392291366276662,0.137943554207097,0.0893320814293133,0.0553292968852687,0.107390201718243,0.116082849857326,0.0141319578261113,0.216822931469167,0.0169278354708454,0.0311807924988927,0.0332694485323112,0.287791604604666,0.0409009046544145,0.0943925215102804,1.00187289602997,0.126623594025977,0.00720970731535532,0.283022564528361,0.0263946404223142
p239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
p240,0.0593129849230627,0.0617892552350166,0.0491996139667215,0.175847454413363,0.0742081895030635,0.0688696337128123,0.12963543935284,0.0244401936741102,0.0560640050728506,0.0349562203332912,0.0881300924994219,0.0561495849748317,0.0417413707894377,0.0758543574059862,0.000627750089207992,0.0997836752895663,0.0608089351938042,0.00335202665546793,0.124364804119717,0.051134104634652,0.0116845998445661,0.303387544578809,0.0864030991335171,0.0696406452371423,0.0616629229987587,0.0861114935415814,0.0444226479829892,0.0498258415034405,0.337256130390625,0.162868967955511,0.0200053208964454,0.306254924098891,0.0215884358821677
p241,0.0980382267877927,0.41980358750074,0.0832284831243036,0.343486695665485,0.0754721927320708,0.0546465301044611,0.0724353753943143,0.0946160087417187,0.0682574591084185,0.0299258660566134,0.0808192567230443,0.0410026977510183,0.0580776482368713,0.0565713760493606,0.00160348540326507,0.140155053528356,0.102307571233324,0.0817178957434177,0.103493440312731,0.145210841966507,0.0135618706492737,0.20881598321735,0.0416467403622583,0.0669518434128519,0.0365820518377707,0.269826344751802,0.0373463804643429,0.062840003525513,0.716508192987962,0.151213545650916,0.0152701208566997,0.224256554212368,0.0211262158461884
p242,0.131911422535698,0.084613705915651,0.0638231462279762,0.273009196353983,0.0710105707035523,0.0640646092724605,0.0861463778015763,0.0712799982877097,0.0335528764809509,0.0320164401377619,0.0687607697088967,0.0517373561829436,0.026931465043949,0.0570245364097769,0.00047422481489357,0.126268501097447,0.0363044258508937,0.00215314855441077,0.107324945477214,0.070588682600216,0.0300866180105188,0.267801069729687,0.0676930082950354,0.0473770391123883,0.0444762559009212,0.241158392335823,0.0440393099685302,0.0586593864214306,0.662297099786835,0.105484394765081,0.0191433138560314,0.292433795834553,0.0198257292909946
p243,0.241227816875435,0.162040935652275,0.0768279979636128,0.385293995372386,0.0563819801334243,0.065652595666018,0.100206044720707,0.163653416041999,0.00717939484407415,0.0430588973995032,0.087141909574585,0.046453779502668,0.0359595219468922,0.0580751470903611,0.00105004289314592,0.152652104916556,0.0382448073815658,0.0467738153700363,0.105918737076337,0.105256356652474,0.00883947405368104,0.267107981185811,0.0135872634815057,0.0452851794788248,0.0497594268493288,0.198303188595531,0.0552344378441767,0.0875347092971399,0.343147252317987,0.398295582791986,0.0062100927261706,0.43032001877099,0.0224454601546588
p244,0.170460534079326,0.149402335133234,0.0643611574288273,0.247821583307033,0.0606168884489477,0.0599083036780727,0.102070473195061,0.0260348001413268,0.0180193882599834,0.0348161989131765,0.0632818975324892,0.0630127703833676,0.0240376816026732,0.079787695696832,0.000668498332036971,0.115768444801747,0.0399703840079245,0.124735431254496,0.101481194790479,0.015383993167572,0.0151532841691057,0.308100562110569,0.0494736238135707,0.0295457088701557,0.0553371440336987,0.172393947520506,0.0601854346085808,0.0441746202993604,0.457128470345815,0.0592514933680417,0.0118525497371233,0.513335025132624,0.0249552150913699
p245,0.13845762585018,0.284185603590591,0.0605121345908028,0.282297146041621,0.0711387969331673,0.0626900810801071,0.0852981748665842,0.172383604967893,0.135145067227272,0.0412732112190425,0.12100917270379,0.060884234812517,0.068507956109395,0.0972737354582129,0.000528631127153635,0.0919712374076854,0.10215604820954,0.00207404637856045,0.149368465409203,0.0378854497714603,0.0143096438005629,0.252868799055341,0.0663719442806896,0.0415508186722072,0.0429960268586469,0.185251954483672,0.0565472124311779,0.0990625282971595,1.10674515381396,0.0838135480991815,0.0199789303491287,0.386631979433677,0.0264672008191908
p246,0.0221804168076032,0.0737661219626199,0.0991429479178293,0.267628276914555,0.109308467993135,0.0489943168209778,0.0719120902762874,0.00816098464031839,0.141073989217569,0.0249830104729116,0.0861594060799684,0.0403005840226412,0.113407686831332,0.0626864871254657,0.000425602682658829,0.09285905730921,0.0513641257583575,0.00391073005011365,0.128868236282267,0.0359083643376021,0.0153917880175182,0.184715554299082,0.0662647416799198,0.056748531697345,0.0371721383034221,0.135151461886695,0.0390732522865238,0.0613951819861111,0.482959294189023,0.164185544894327,0.0156117714041175,0.196534008793164,0.0208446893882462
p247,0.30810707580234,0.230939685957383,0.0862135543006914,0.279110898577634,0.0728492123488895,0.0519919344021533,0.0624121658828949,0.0899561533634985,0.0474752507969931,0.0395919988169393,0.0983759968198548,0.0450013646922987,0.0351101356237188,0.0660382504903652,0.00043018238068704,0.139649791772449,0.109998276538414,0.0684750841054313,0.118702486692278,0.146601969746062,0.0139134330631597,0.193537504157989,0.0497358990798513,0.114249640509008,0.0341473661141024,0.21133757969745,0.0420355286650708,0.0821748329312171,0.925111382908731,0.120061077978646,0.0132355659496965,0.300884072402529,0.0211036993235406
p248,0.0111389440061113,0.186418177667392,0.0415661942798051,0.153012564175232,0.0610426560418054,0.090723192602145,0.157351670034298,0.0110829709757353,0.246948704401356,0.0310485269907693,0.0447612018299449,0.0490443346586344,0.0720183932161835,0.0610321311984869,0.000735000041142569,0.127818242079433,0.0563124565730613,0.00111566927191622,0.109226823960131,0.0276023584068908,0.0497717448525383,0.41731242959119,0.101720218664145,0.0790619054061527,0.0703305910694599,0.127387441106326,0.0390634343788458,0.0351072892959856,0.299706873545538,0.138457662669586,0.030711253602606,0.284335818280734,0.0183269335907263
p249,0.473417445646592,0.13447908916847,0.0913268880549554,0.112366699084318,0.0534134243791988,0.0337863607674738,0.0311264900748467,1.09925731916471,0.00199155678497261,0.0198845645531547,0.0180030067893844,0.00569187737738148,0.0414790838646405,0.025998409815364,0.00168758223949878,0.105822737325896,0.0506896666446477,0.0512378897893078,0.132116956199526,0.115155790359855,0.00711711290359132,0.111026035536625,0.000698432428966047,0.0816741587281995,0.0133016196450002,0.192783126877737,0.0072046743135036,0.0360882229421502,1.52123725815138,0.560711253232323,0.00273226797070164,0.547225060306957,0.00867426914429455
p250,0.0665197434900227,0.0533689841011116,0.0569785825850663,0.224225168057069,0.0604132798893474,0.0660950166200194,0.140333376494181,0.0167327773022249,0.0797656082949366,0.0298519663323116,0.0644422700614321,0.0442678597184908,0.10820537518182,0.0780708761746505,0.000455494631902374,0.100785528982587,0.037323772563702,0.00345582926378805,0.110946034913709,0.040918525324183,0.0286800820356122,0.386770530440947,0.0287976880012548,0.037883038802685,0.0623984314750864,0.151897963115707,0.0468955527733226,0.0436093127037778,1.03738204202834,0.179007877929554,0.0109859513526982,0.696361855973379,0.0217910400398905
p252,0.033062397747631,0.119138073780809,0.0378108606155055,0.170546083632295,0.0651469614491391,0.0702343264864145,0.140664657781626,0.00458467840264622,0.0647478343384876,0.0383548013348913,0.0575577976023684,0.0519579730649973,0.0422943337418774,0.0813630743803209,0.00127418181953563,0.0654729973810911,0.122617706636427,0.00182430928288629,0.136600021746679,0.0971170977622711,0.0462932698409153,0.331623164001604,0.056507146127279,0.119828196857594,0.0586905739973451,0.123760064272057,0.0499943662304957,0.0353980304692213,0.489650672345769,0.089498916443807,0.0222798885159688,0.442475380865266,0.0218892750220122
p253,0.052724415146821,0.208638657844908,0.0748445508652879,0.423754906573961,0.0770785478019679,0.0647280716479391,0.0863050377783364,0.787571984104136,0.0342518654331049,0.030087637738501,0.0631516186801631,0.0525143663789767,0.0417372990076827,0.0946887233818634,0.000482325026767084,0.203482678152232,0.157434813126178,0.0149526020389082,0.0880167395386581,0.158139541963221,0.0317991220570341,0.310580804412851,0.0291835147812579,0.0284424731655089,0.0451874478683312,0.220235915643023,0.0344282107237072,0.0527378965377179,0.974813282736079,0.138935300630668,0.0149531891317375,0.185848366533795,0.0259873379297628
p254,0.0441312088937839,0.129942265782444,0.0523011913967912,0.217912985658715,0.0501405113313858,0.0912489650216369,0.206377289320065,0.0405126495185723,0.0537281515416621,0.0403307960090193,0.0721411245072461,0.0709509400728,0.0548257818968615,0.0723089423432431,0.000480801151364609,0.0883706348648409,0.100201894010404,0.0275510101128452,0.102559683752272,0.0433661629771966,0.0269495103055204,0.423381007431014,0.0639383920992746,0.0160301834515422,0.0782228428837752,0.132371861216562,0.0567555853030469,0.0600859048314613,0.684235017549067,0.0531764885462395,0.0153737817849016,0.406786366145402,0.0239501478912479
p255,0.121718906776001,0.130312702974076,0.0678556327905012,0.278127901276265,0.0499888574334086,0.0665809501414664,0.0993358126056278,0.192070363434074,0.0111911108216789,0.0335992306532701,0.0609579101296381,0.0494137828095441,0.013515820243412,0.0571590464850269,0.000443473753732978,0.122558119123654,0.0312453907273143,0.00137164816268219,0.101328545328116,0.0567941715512646,0.0194937407886431,0.301015871306073,0.0196945608133284,0.0604516461590429,0.045062847526023,0.243433054313736,0.0401001518236667,0.0627852593223662,1.2805186649591,0.239486852584459,0.00854449842169778,0.311460416285019,0.0225282509375005
p256,0.136891126091376,0.0727162197381581,0.0736938416499314,0.261362151687521,0.0772386409617581,0.0706752146409382,0.115335893227158,0.024491919646385,0.0242553543904904,0.0432661380073812,0.0713112066605545,0.0509124773086425,0.0212429259686042,0.0512600510514502,0.000535204125417287,0.0709350458265224,0.0575302474068395,0.0335066182795711,0.122754667960652,0.031783750712413,0.00901175501191148,0.309411391225608,0.074069153362442,0.0482991643059201,0.0555945333782877,0.119151845344855,0.044430000572874,0.0571741824488167,0.453886587706668,0.203987576559627,0.0141992082111636,0.596507868865748,0.0180798067806995
